"Date / Time","City","State","Shape","Duration","Summary","Posted"
"7/4/14 22:00","Middlesboro","KY","Circle","30 seconds","It was dark and they just started shooting the fireworks, when to the right of the sky they was a circular ball of fire appeared to be","7/5/14"
"7/4/14 22:00","Troy","OH","Changing","20 minutes","Cigar shaped to triangle shape to a star.","7/11/14"
"7/4/14 22:00","Arvada","CO","Oval","3 minutes","During 4th of July event, we saw four orange lights moving very slow and smoothly in the sky appearing and disappearing one at a time.","7/5/14"
"7/4/14 22:00","Downingtown","PA","Formation","5 minutes","10 lights moving in a formation.","7/5/14"
"7/4/14 22:00","Brookport","IL","Sphere","2 minutes","Red lights over southern Illinois.","7/26/14"
"7/4/14 22:00","Bartlett","IL","Egg","7 minutes","Bright green/red HOVERING object 5 mins west sky (during fireworks to north) DARTED with impossible speed SE, hovered, disappeared.","7/5/14"
"7/4/14 22:00","Seattle","WA","Changing","~5 minutes","Reddish orange lights seen above fireworks display location minutes before the show was to begin in Seattle on July 4th, 2014.","7/11/14"
"7/4/14 22:00","Goshen","IN","Light","45 minutes","Multiple blue lights in the sky.","7/5/14"
"7/4/14 22:00","Forest Lake","MN","Oval","5-8 minutes","4th of July 2014 - Lighted spherical object in the sky over Forest Lake, Minnesota.","7/11/14"
"7/4/14 22:00","Pelzer","SC","Light","~1 minute","Intense orange light.","7/5/14"
"7/4/14 22:00","Frankfort","KY","Sphere","5 minutes","Small round orange flying object just north of Frankfort on Rt. 127.","7/11/14"
"7/4/14 22:00","Everett","WA","Circle","45-60 seconds","4 orange orbs over Everett.  :)","7/11/14"
"7/4/14 22:00","Delray Beach","FL","Unknown","2 minutes","3 circular objects in a V or triangle formation, appearance slightly orange light, moving East.","7/5/14"
"7/4/14 22:00","Chino","CA","Circle","","July 4th 2014 circular flying objects with 6 to 8 flashing lights!","7/11/14"
"7/4/14 22:00","Minneapolis","MN","Fireball","10 minutes","A fireball/spherical kind of orange glove floating and it's July 4th but it's no mere firework.","7/5/14"
"7/4/14 22:00","Edgewater","FL","Fireball","1:30","Orange Glowing ball traveling silently approximately 1500 feet along interstate.","7/11/14"
"7/4/14 22:00","Charlotte","NC","Light","22:02","Was in downtown Charlotte on the 4th to watch fireworks saw a couple helicopters and you could clearly see and hear that they were heli","7/11/14"
"7/4/14 22:00","Bluffton","SC","Triangle","2 minutes","Red lights in a triangle shape slowly moved across SC night sky!","7/5/14"
"7/4/14 22:00","Bethany Beach","DE","Circle","1 hour","Red orbs float over ocean.","7/11/14"
"7/4/14 22:00","Clinton","WA","Other","5 minutes","Strange craft in sky above puget sound.","7/26/14"
"7/4/14 22:00","Seattle","WA","","","On July 4th I was at Gasworks Park in Seattle.Three lights forming a triangle before the fireworks appeared to be helicopters to me","7/20/14"
"7/4/14 22:00","Winston-Salem","NC","Rectangle","15 minutes","Seven ORBS passed overhead on 7/4/14 in a perfect orbit!","7/11/14"
"7/4/14 21:59","Waynesboro","PA","Circle","40 minutes +","Multiple objects ascending from mountain range and disappearing as being cloaked.","7/5/14"
"7/4/14 21:55","Downingtown","PA","Sphere","5 minutes","Friday night July 4th time of sighting 9:55 PM est. Downingtown, PA. Location Downingtown West High school.  While waiting for the usua","7/5/14"
"7/4/14 21:51","Hampton","GA","Circle","5 minutes","July 4th nightsky, circular red / glowing object capable of flying side to side with fluid motion, wow.","7/11/14"
"7/4/14 21:50","Stockbridge","GA","Circle","10 minutes","Amazing sightings on Fourth of July!!","7/5/14"
"7/4/14 21:50","Hampton","GA","Circle","10 minutes","Circular fast moving solid object. Not a firework at all!!!","7/5/14"
"7/4/14 21:50","Wellsboro","PA","Fireball","15 minutes","Orange fireball/sphere 3 in all.","7/5/14"
"7/4/14 21:48","Baltimore","MD","Light","45 seconds","Bright orange light.","7/20/14"
"7/4/14 21:45","Golden","CO","Unknown","~1 minute","Hovering lights seen in the sky from the top of Ancient Palms trail.","7/5/14"
"7/4/14 21:45","Madison","AL","Circle","1 minutes","Red orb in night sky quickly disappeared.","7/5/14"
"7/4/14 21:45","Holden Beach","NC","Circle","3 minutes","Orange circles of lights over Holden Beach, NC.","7/5/14"
"7/4/14 21:45","Seattle","WA","Light","2 minutes","Three lights seen flying above Seattle in perfect equilateral triangle shape, then one by one disappeared.","7/11/14"
"7/4/14 21:45","North Canton","OH","Fireball","5 minutes","Me and a friend of mine were lighting off fireworks, when we noticed in the SW sky, two red/orange or fireballs objects slowly moving.","7/11/14"
"7/4/14 21:45","San Antonio","TX","Sphere","15 seconds","Red sphere over 410 in San Antonio 7/4/14.","7/5/14"
"7/4/14 21:45","Indialantic","FL","Oval","3-5 minutes","The objects looked controlled--but no engine sound.  ((NUFORC Note:  Report from retired airline pilot.  PD))","7/11/14"
"7/4/14 21:45","North Tonawanda","NY","Circle",">30 minutes","Sighting of a large number of red circles in the sky over North Tonawanda on the evening of July 4th, 2014.","7/11/14"
"7/4/14 21:45","Marietta","GA","Circle","30 seconds","Bright red circular object traveling silently from the northwest to the southeast.  It moved in a straight line at a constant speed. It","7/11/14"
"7/4/14 21:43","Lakewood","CO","Formation","5+ minutes","Two groups of UFO's over the Denver metro during 4th of July fireworks.","7/5/14"
"7/4/14 21:40","Latrobe","PA","Fireball","4 minutes","Getting ready for work, I was looking out of my 3rd floor apartment window. An orange type fireball craft was moving slowly across the","7/5/14"
"7/4/14 21:40","Atlanta","GA","Light","3 minutes","Blue/red point low in atlanta floating silently .. not aircraft 9:40 pm, July 4th.","7/5/14"
"7/4/14 21:40","Englewood","CO","Unknown","Unknown","Four bright orange lights dancing in sky after cherry hills country club fireworks.","7/5/14"
"7/4/14 21:40","Petaluma","CA","Light","15 minutes","RED AND GREEN LIGHT SEEN HOVERING OVER PETALUMA, CALIFORNIA.","7/5/14"
"7/4/14 21:31","Lake Arrowhead","CA","Light","60 minutes","Two hundred plus, fast flying, green and some blue light.","7/5/14"
"7/4/14 21:30","Bluffton","SC","Light","4 minutes","3 orange lights in a triangle shape seen for 4min near SC,GA coast.","7/5/14"
"7/4/14 21:30","Denver","CO","Sphere","2 minutes","3 to 4 orange lights moving in a weaving formation caught on video.","7/5/14"
"7/4/14 21:30","Upper Arlington","OH","Sphere","20 minutes","Reddish orange sphere at high altitude before fireworks.","7/5/14"
"7/4/14 21:30","Oakland Gardens (Queens)","NY","Triangle","5-15 minutes","4-5 Objects flying over NY.","7/5/14"
"7/4/14 21:30","St. Johnsbury","VT","Circle","2-3 minutes","3 orange lights flying.","7/5/14"
"7/4/14 21:30","Westminster","CO","Formation","30 seconds","4 light orbs moving in a snake like formation southwards and aligned north/south.","7/5/14"
"7/4/14 21:30","Tucson","AZ","Flash","40 minutes intermittent","Points of blue-white light, some with red, intermittently flashing on and off and streaking against the backdrop of mountains","7/5/14"
"7/4/14 21:30","Katy","TX","Light","20","Object with red and green light seemed to be observing fireworks show in Katy mills mall, Katy TX on July 4th, 2014.","7/5/14"
"7/4/14 21:30","Flat Rock","MI","Sphere","5 -10 minutes","4 Bright Orange Lights/Spheres. Not planes or fireworks. Flying objects that were silent.","7/11/14"
"7/4/14 21:30","Des Moines","IA","Light","15 seconds","Me, my wife, and another couple, as well as our small children were waiting for a fireworks display on the 4th of July. The night sky w","7/20/14"
"7/4/14 21:30","Luray","VA","Oval","2 minutes","A orangeish red oval shaped UFO apperd in the sky in page county va going south and flying at a 45 degree angle I watched it appear and","7/5/14"
"7/4/14 21:30","Bluffton","SC","Fireball","10 minutes","Yellowish/orange lights hovering in the sky for about 10 minutes.","7/11/14"
"7/4/14 21:30","Tucson","AZ","Flash","40 minutes intermittent","Points of blue-white light, some with red, intermittently flashing on and off and streaking against the backdrop of mountains","7/5/14"
"7/4/14 21:30","Katy","TX","Light","unsure","Strange red UFO seen over Katy Mills mall during firework show.","7/11/14"
"7/4/14 21:30","Cape Canaveral","FL","Sphere","10-15 minutes","On July 4, 2014, approximately 9:30 p.m. ET, near Cape Canaveral, Florida, we witness 6 UFO sightings of orange orbs ....","7/11/14"
"7/4/14 21:30","Noblesville","IN","Light","10 minutes","Quiet green flashing single file formation heading s.","7/5/14"
"7/4/14 21:30","Coral Spring","FL","Oval","10-20 minutes","Red oval ligjts started at gulf coastline traveling west to east then ascending.","7/11/14"
"7/4/14 21:30","Lake Arrowhead","CA","Circle","45 minutes","Maybe 60-100 green objects heading northward across the central portion of the sky and towards the end there where a couple blue ones.","7/20/14"
"7/4/14 21:30","Holland","MI","Sphere","2-5 minutes each","A solid colored vehicle moving at high speed whith no characteristics of anything registered to fly in our airspace.","7/11/14"
"7/4/14 21:30","Oscoda","MI","Circle","5 minutes","Saw Fiery ball traveling north alone Lake Huron shoreline, slow for 5 min.","7/5/14"
"7/4/14 21:30","Wilmington","NC","Fireball","20-30 seconds","Cluster of approxmitely 5 to 6 orange fireballs flying to the east and heading northeast over the ocean appearing to parallel the coast","7/5/14"
"7/4/14 21:30","Lake Arrowhead","CA","Light","15 minutes","Mysterious lights over Lake Arrowhead, California, after July 4 fireworks show.","7/11/14"
"7/4/14 21:27","Sonoma","CA","Formation","2 minutes","3 groups of 6-10 blue points of light appeared traveling NE at high altitude.","7/11/14"
"7/4/14 21:25","Orlando","FL","Light","3-5 minute","No noise and flew in commercial airspace.","7/5/14"
"7/4/14 21:25","Hinsdale","IL","Cigar","7-10 minutes","3 orange/red circles maintain formation and speed.","7/5/14"
"7/4/14 21:21","Pacific Grove","CA","Sphere","1 minutes","Three silent red/orange balls of light moves quickly over the water and up into the clouds.","7/5/14"
"7/4/14 21:20","Tucson","AZ","Light","30-40 minutes","Flashing moving lights white, blue and red, across the Tucson foothills mountain range.","7/5/14"
"7/4/14 21:15","East Limestone","AL","Circle","10 minutes","Orange lights over North Alabama.","7/5/14"
"7/4/14 21:15","Jacksonville","FL","Oval","30 seconds","Orange oval object, hovering in one place for about 30 secs, then makes a large circle and vanishes.","8/15/14"
"7/4/14 21:15","Fayetteville","WV","Light","45","We were sitting on rt 19sb waiting for fireworks to begin.  I first noticed the red light around 9:15 mixed in the tree line.  Exactly","7/5/14"
"7/4/14 21:15","Mesquite","TX","Disk","1-2 minutes","UFO seen in Mesquite during 4th of July Fireworks.","7/5/14"
"7/4/14 21:15","Burnsville","MN","Sphere","45 second","Red spherical object seen moving against the breeze with white light on bottom.","7/5/14"
"7/4/14 21:12","Cherry Hill","NJ","Light","4 minutes","Orange pulsating light  travels slowly then reverses direction and blinks off.","7/11/14"
"7/4/14 21:05","San Marcos","CA","","10 minutes","Green and Red Lights hovering, zig-zagging above San Marcos, California July 4, 2104.","7/5/14"
"7/4/14 21:05","Tucson","AZ","Unknown","1 minute","Two unknown objects with solid blue lights, moving rapidly, without sound.","7/11/14"
"7/4/14 21:00","Royal Palm Beach","FL","Circle","3 minutes","3 red/orange not perfect spheres with flame inside of it rapidly crossed the night sky followed by a 4th.","7/5/14"
"7/4/14 21:00","Damascus","MD","Circle","35 seconds","2 white circle shapes with an orange light in each.","7/5/14"
"7/4/14 21:00","Lawrenceville","GA","Circle","5 minutes plus","During a Gwinnett Braves baseball game looked up to notice a red light hovering in the distance. Three people around me noticed. I watc","7/5/14"
"7/4/14 21:00","New Albany","IN","Circle","10  minutes","7 - Orange round - shaped glowing objects we witnessed @ 9:40 PM New Albany, Indiana during the 4th of July firework.","7/5/14"
"7/4/14 21:00","Daphne","AL","Circle","1 hour","During the Daphne fireworks show there was a circular drone with an orange light that hovered above the entire firework display then as","7/5/14"
"7/4/14 21:00","Cape Coral","FL","Other","3 minutes","Two orange glowing objects that appeared to be like balloons people ride in with fire in the baskets.","7/5/14"
"7/4/14 21:00","Burke","VA","Circle","10 minutes","Silent, non-blinking red orbs in sky.","7/11/14"
"7/4/14 21:00","Flatwoods","KY","Sphere","3 hours","Spheres, reddish orange shapes underneath, glowing then disapearing.","7/11/14"
"7/4/14 21:00","Denver","CO","Light","2 minutes","5 fast moving lights seen over Denver.","7/5/14"
"7/4/14 21:00","Sioux Falls","SD","Fireball","2 minutes","Fireball moving slowly.","7/11/14"
"7/4/14 21:00","Denham Springs","LA","Unknown","3 minutes","Object with three red lights, lights turned off as it ascended to treeline.","7/11/14"
"7/4/14 21:00","Puyallup","WA","Fireball","2 hours","Red glowing lights over Puyallup.","7/5/14"
"7/4/14 21:00","Portage","IN","Oval","1 hour","Red orbs seen over Portage, Indiana.","7/5/14"
"7/4/14 21:00","Charlotte","NC","Disk","4 minutes","Bright orange light circling a disk shaped object.","7/5/14"
"7/4/14 21:00","Easton","PA","Sphere","5-8 minutes","5 orange fiery spheres fly over Easton, PA.","8/22/14"
"7/4/14 21:00","Louisville","KY","Triangle","3 minutes","Silent black triangle over Louisville, KY.","7/5/14"
"7/4/14 21:00","Snellville","GA","Sphere","5 minutes","Glowing Orbs over Snellville, GA, on July 4th, 2014.","7/5/14"
"7/4/14 21:00","Prescott Valley","AZ","Light","21:30","Blinking object over Mingus Mountains.","7/11/14"
"7/4/14 21:00","Pompano Beach","FL","Circle","10-15 minutes","Green lighted UFO spotted over fireworks display.","7/5/14"
"7/4/14 21:00","Staten Island","NY","Circle","5 minutes","Flashing red and green object.","7/11/14"
"7/4/14 21:00","Cicero","IL","Other","2 hours","Red colored balloon-shaped object with some source of light from it.","7/11/14"
"7/4/14 21:00","West Richland","WA","Sphere","2 hours","Orange apple-sized round lights, 7 in number, silent deliberate path, relatively low height, ability to make 45 degree turns.","7/11/14"
"7/4/14 21:00","Chickasha","OK","Oval","5 minutes","Oval Shaped Orange Light Incredible Speed.","7/11/14"
"7/4/14 21:00","Middleburg","FL","Fireball","5 minutes","6 fireball type flying objects witnessed.","7/11/14"
"7/4/14 21:00","Richmond","VA","Other","30-35 minutes","Bright Pulsating RED U.F.O. and Multi-Spectrum U.F.O..","7/11/14"
